,Count_wage,Min_wage,Max_wage,Mean_wage,Medain_wage,Std_of_wage,Wage_25,Wage_50,Wage_75
Wage_details,25480,2.1367,319210.27,74455.81,70308.21,52815.94,34015.48,70308.21,107735.51
